request_id,customer_id,region_id,request_type,priority,channel,status,created_at,closed_at,resolution_hours,crew_id,satisfaction_score,repeat_contact,estimated_cost
15151,3645,4,Billing,Low,Field Report,Closed,2024-04-01 15:33:00,2024-04-04 12:33:00,69.0,,5.0,1,83.73
15152,4152,6,Inspection,Medium,Mobile App,Closed,2025-04-03 14:51:00,2025-04-06 11:51:00,69.0,123.0,4.0,0,454.18
15153,5164,8,Billing,Medium,Mobile App,Closed,2024-10-01 03:06:00,2024-10-03 16:06:00,61.0,,4.0,0,326.33
15154,2442,4,Line Repair,High,Field Report,Closed,2024-01-20 03:59:00,2024-01-20 12:59:00,9.0,166.0,4.0,0,432.48
15155,1873,3,Meter,Low,Web,Closed,2024-09-07 11:55:00,2024-09-08 21:55:00,34.0,84.0,5.0,0,306.85
15156,776,6,Line Repair,Critical,Field Report,Closed,2024-05-23 13:25:00,2024-05-23 22:25:00,9.0,96.0,5.0,0,341.89
15157,2026,5,Meter,High,Mobile App,In Progress,2025-11-14 07:50:00,,,23.0,,0,314.77
15158,1812,1,Billing,Low,Phone,Closed,2025-02-23 14:37:00,2025-02-26 14:37:00,72.0,,5.0,0,148.85
15159,5201,8,Inspection,Medium,Web,Closed,2025-02-01 23:49:00,2025-02-05 15:49:00,88.0,133.0,4.0,0,426.16
15160,2860,1,Outage,Critical,Web,In Progress,2024-06-15 05:04:00,,,120.0,,0,364.84
15161,1040,8,Vegetation,Low,Web,Closed,2024-12-30 17:08:00,2025-01-04 15:08:00,118.0,26.0,4.0,0,441.05
15162,4199,3,Billing,Medium,Web,In Progress,2024-10-14 17:48:00,,,,,1,228.52
15163,5636,5,Billing,Low,Field Report,Closed,2025-12-05 08:15:00,2025-12-07 15:15:00,55.0,,4.0,0,218.31
15164,2050,3,Line Repair,Low,Field Report,Closed,2025-12-16 11:52:00,2025-12-18 12:52:00,49.0,178.0,3.0,0,349.74
15165,4649,1,Line Repair,High,Phone,Escalated,2025-12-09 17:03:00,,,21.0,,1,493.18
15166,5990,7,Vegetation,Low,Phone,Closed,2024-02-11 21:47:00,2024-02-13 13:47:00,40.0,164.0,3.0,0,478.97
15167,871,3,Inspection,Low,Mobile App,Closed,2024-11-10 08:05:00,2024-11-13 03:05:00,67.0,174.0,3.0,0,486.08
15168,278,4,Outage,Medium,Web,Closed,2024-03-20 14:31:00,2024-03-20 19:31:00,5.0,98.0,5.0,0,209.58
15169,3019,1,Vegetation,High,Field Report,Closed,2024-01-01 08:33:00,2024-01-02 12:33:00,28.0,106.0,4.0,0,273.65
15170,2478,6,Outage,Low,Mobile App,Closed,2024-05-24 05:20:00,2024-05-24 20:20:00,15.0,178.0,5.0,0,336.05
15171,551,6,Inspection,Medium,Web,In Progress,2024-01-21 08:52:00,,,62.0,,0,379.19
15172,71,8,Meter,Medium,Mobile App,Escalated,2026-02-10 09:41:00,,,64.0,,0,138.21
15173,1233,8,Streetlight,Medium,Phone,Pending,2026-02-26 22:01:00,,,46.0,,0,393.45
15174,2480,8,Billing,Critical,Mobile App,In Progress,2025-05-10 10:34:00,,,,,0,290.6
15175,5997,2,Outage,High,Field Report,Closed,2024-03-16 23:36:00,2024-03-17 05:36:00,6.0,79.0,3.0,0,420.38
15176,1454,1,Line Repair,High,Phone,Closed,2024-03-28 14:03:00,2024-03-28 21:03:00,7.0,169.0,4.0,0,470.59
15177,3533,2,Billing,Low,Field Report,Open,2025-06-23 15:52:00,,,,,0,97.74
15178,1884,3,Streetlight,High,Field Report,Closed,2024-01-02 13:08:00,2024-01-03 21:08:00,32.0,159.0,5.0,1,240.21
15179,3197,2,Billing,Medium,Phone,Pending,2024-01-19 10:54:00,,,,,0,317.42
15180,1024,3,Inspection,Critical,Mobile App,Pending,2024-11-14 19:18:00,,,31.0,,0,328.58
15181,5698,2,Streetlight,Low,Phone,Closed,2025-02-24 11:36:00,2025-02-27 20:36:00,81.0,87.0,4.0,0,291.41
15182,5803,6,Meter,High,Field Report,Closed,2024-03-01 21:19:00,2024-03-02 23:19:00,26.0,1.0,5.0,0,494.97
15183,2401,8,Streetlight,High,Web,Closed,2024-07-23 04:24:00,2024-07-23 22:24:00,18.0,83.0,2.0,0,496.71
15184,4176,2,Streetlight,Medium,Mobile App,Closed,2025-06-20 11:44:00,2025-06-23 03:44:00,64.0,21.0,4.0,0,395.12
15185,2457,7,Line Repair,Low,Phone,Closed,2024-10-31 03:32:00,2024-11-01 04:32:00,25.0,137.0,5.0,0,394.26
15186,1077,2,Outage,Medium,Field Report,In Progress,2026-02-17 13:02:00,,,180.0,,0,317.76
15187,5797,6,Outage,Low,Web,In Progress,2024-07-08 22:41:00,,,36.0,,0,280.06
15188,5666,4,Outage,Medium,Mobile App,Closed,2024-10-02 08:52:00,2024-10-03 07:52:00,23.0,38.0,4.0,1,244.65
15189,2742,8,Billing,Critical,Field Report,Closed,2025-12-07 04:19:00,2025-12-08 03:19:00,23.0,,5.0,0,215.47
15190,820,4,Meter,Medium,Web,Closed,2025-07-20 21:34:00,2025-07-22 00:34:00,27.0,107.0,3.0,0,478.46
15191,3246,8,Billing,Medium,Phone,Closed,2024-09-19 17:24:00,2024-09-20 19:24:00,26.0,,4.0,0,68.83
15192,5805,4,Outage,Low,Phone,Closed,2024-01-08 08:54:00,2024-01-09 11:54:00,27.0,59.0,3.0,0,278.32
15193,5468,2,Outage,Low,Web,Closed,2025-04-11 09:36:00,2025-04-12 06:36:00,21.0,136.0,5.0,0,472.36
15194,1384,8,Billing,Medium,Phone,Closed,2024-04-02 07:16:00,2024-04-05 03:16:00,68.0,,4.0,0,214.42
15195,617,8,Streetlight,Critical,Field Report,Closed,2024-06-08 01:32:00,2024-06-08 12:32:00,11.0,107.0,3.0,0,234.19
15196,2772,3,Meter,Medium,Field Report,Closed,2026-01-22 04:10:00,2026-01-22 14:10:00,10.0,117.0,5.0,0,478.67
15197,4093,1,Outage,Medium,Mobile App,In Progress,2025-07-09 05:50:00,,,125.0,,0,384.21
15198,3088,2,Line Repair,High,Phone,Closed,2024-10-05 20:39:00,2024-10-06 11:39:00,15.0,146.0,4.0,0,502.57
15199,3017,5,Inspection,Medium,Phone,Closed,2024-10-24 12:52:00,2024-10-30 07:52:00,139.0,68.0,4.0,0,449.79
15200,5511,1,Vegetation,High,Phone,Pending,2025-09-30 14:22:00,,,134.0,,1,408.54
15201,1680,3,Streetlight,Medium,Field Report,Pending,2025-06-24 07:44:00,,,111.0,,0,381.79
15202,1345,3,Meter,Medium,Phone,Closed,2025-12-28 07:33:00,2025-12-29 01:33:00,18.0,77.0,3.0,1,420.5
15203,5941,4,Billing,Medium,Phone,Open,2024-12-16 23:07:00,,,,,0,15.0
15204,613,8,Line Repair,Low,Web,In Progress,2025-02-01 14:27:00,,,43.0,,0,307.19
15205,2875,3,Inspection,Low,Web,Closed,2024-01-08 07:57:00,2024-01-12 10:57:00,99.0,54.0,4.0,0,426.55
15206,3496,5,Meter,Low,Web,Escalated,2024-05-17 23:17:00,,,9.0,,0,359.66
15207,4781,7,Billing,High,Phone,Closed,2024-02-19 04:25:00,2024-02-21 09:25:00,53.0,,4.0,1,67.36
15208,820,4,Outage,High,Web,Open,2024-02-10 17:52:00,,,172.0,,0,171.42
15209,4975,6,Billing,Critical,Phone,Escalated,2024-07-24 22:59:00,,,,,0,64.34
15210,3122,4,Streetlight,Medium,Web,Closed,2025-07-19 07:48:00,2025-07-24 02:48:00,115.0,118.0,3.0,0,360.5
15211,4683,4,Billing,Medium,Field Report,Closed,2024-01-27 04:47:00,2024-01-28 22:47:00,42.0,,4.0,1,153.96
15212,3452,5,Line Repair,High,Field Report,Closed,2024-05-13 19:56:00,2024-05-14 07:56:00,12.0,15.0,5.0,0,172.29
15213,1746,8,Line Repair,Low,Field Report,In Progress,2024-10-23 13:08:00,,,121.0,,0,342.37
15214,1364,4,Billing,Low,Mobile App,Closed,2024-01-10 02:24:00,2024-01-13 00:24:00,70.0,,4.0,1,209.8
15215,1632,5,Vegetation,High,Field Report,In Progress,2025-02-07 15:45:00,,,11.0,,1,440.12
15216,3977,2,Outage,Low,Field Report,In Progress,2024-02-18 21:50:00,,,94.0,,0,256.93
15217,4226,4,Line Repair,Low,Mobile App,In Progress,2025-08-22 09:54:00,,,25.0,,0,453.76
15218,5821,4,Outage,Medium,Mobile App,Closed,2026-02-19 22:46:00,2026-02-20 06:46:00,8.0,138.0,3.0,0,405.75
15219,1594,7,Meter,Medium,Mobile App,Closed,2024-11-16 09:49:00,2024-11-18 06:49:00,45.0,72.0,3.0,0,329.02
15220,2941,7,Outage,Critical,Field Report,Closed,2025-08-11 08:12:00,2025-08-11 11:12:00,3.0,62.0,4.0,0,408.19
15221,3385,1,Meter,Low,Web,Open,2024-10-15 17:29:00,,,159.0,,0,412.84
15222,2173,4,Line Repair,Low,Web,Closed,2025-07-17 04:10:00,2025-07-18 01:10:00,21.0,34.0,5.0,1,501.91
15223,4363,2,Meter,High,Field Report,Closed,2026-01-05 00:38:00,2026-01-05 19:38:00,19.0,131.0,3.0,0,438.04
15224,4521,7,Outage,Low,Mobile App,Closed,2024-02-11 01:03:00,2024-02-11 17:03:00,16.0,55.0,4.0,0,291.07
15225,198,1,Meter,High,Web,Closed,2025-02-27 08:45:00,2025-02-28 09:45:00,25.0,84.0,4.0,0,377.38
15226,405,3,Streetlight,Critical,Phone,Closed,2024-02-19 18:20:00,2024-02-20 04:20:00,10.0,42.0,4.0,1,236.98
15227,2004,2,Line Repair,Medium,Web,Closed,2025-12-22 00:02:00,2025-12-22 16:02:00,16.0,88.0,4.0,0,395.67
15228,1853,3,Outage,Low,Mobile App,Closed,2025-03-14 04:56:00,2025-03-14 22:56:00,18.0,169.0,5.0,0,216.55
15229,2565,6,Billing,Low,Web,Open,2025-07-17 02:28:00,,,,,0,61.97
15230,1271,6,Line Repair,Medium,Phone,Closed,2025-02-10 22:38:00,2025-02-11 11:38:00,13.0,70.0,4.0,0,319.67
15231,4650,6,Inspection,Low,Mobile App,In Progress,2025-08-21 18:02:00,,,96.0,,0,399.27
15232,1491,3,Vegetation,Low,Phone,In Progress,2026-02-25 21:26:00,,,155.0,,1,333.46
15233,4462,2,Billing,Low,Field Report,Closed,2024-10-13 18:42:00,2024-10-16 18:42:00,72.0,,5.0,0,78.14
15234,2718,4,Line Repair,Medium,Field Report,Closed,2024-09-19 23:56:00,2024-09-20 14:56:00,15.0,86.0,3.0,0,268.14
15235,1967,1,Meter,High,Mobile App,Closed,2024-05-08 16:30:00,2024-05-09 06:30:00,14.0,16.0,3.0,0,493.42
15236,2169,2,Streetlight,Medium,Phone,Open,2025-10-22 00:09:00,,,84.0,,0,464.96
15237,873,4,Meter,High,Field Report,Closed,2025-10-14 13:02:00,2025-10-15 06:02:00,17.0,144.0,2.0,0,378.47
15238,1223,7,Streetlight,,Web,Closed,2024-11-27 03:31:00,2024-12-01 01:31:00,94.0,74.0,4.0,0,359.16
15239,1410,8,Outage,Low,Field Report,In Progress,2024-02-27 13:59:00,,,93.0,,0,352.54
15240,2570,1,Meter,High,Web,Closed,2025-09-05 01:58:00,2025-09-06 02:58:00,25.0,70.0,2.0,0,256.64
15241,2875,3,Vegetation,High,Field Report,Closed,2024-11-25 08:26:00,2024-11-26 14:26:00,30.0,172.0,3.0,0,284.76
15242,3586,7,Billing,High,Web,In Progress,2024-09-02 16:16:00,,,,,1,63.01
15243,4872,6,Meter,Low,Field Report,Closed,2024-07-17 10:56:00,2024-07-20 22:56:00,84.0,116.0,4.0,0,379.36
15244,4786,2,Billing,High,Mobile App,Closed,2024-11-09 13:21:00,2024-11-11 13:21:00,48.0,,5.0,0,55.55
15245,1733,8,Line Repair,Low,Mobile App,Closed,2024-04-21 07:46:00,2024-04-22 18:46:00,35.0,36.0,3.0,0,504.99
15246,2116,8,Streetlight,High,Field Report,Closed,2025-04-22 20:07:00,2025-04-23 23:07:00,27.0,36.0,4.0,0,490.35
15247,5550,7,Line Repair,Critical,Web,Closed,2026-01-18 20:17:00,2026-01-18 23:17:00,3.0,5.0,4.0,0,260.65
15248,648,1,Line Repair,Low,Mobile App,Closed,2025-01-19 11:28:00,2025-01-22 16:28:00,77.0,108.0,2.0,0,213.44
15249,1430,4,Outage,Low,Mobile App,Closed,2024-01-14 01:47:00,2024-01-14 10:47:00,9.0,119.0,3.0,0,396.88
15250,1288,5,Billing,Low,Field Report,Escalated,2025-06-19 08:46:00,,,,,0,223.96
15251,1247,3,Meter,Low,Phone,Closed,2024-04-24 07:51:00,2024-04-26 14:51:00,55.0,85.0,4.0,0,295.43
15252,5760,7,Billing,Low,Web,Closed,2025-05-10 03:15:00,2025-05-13 17:15:00,86.0,,4.0,0,137.05
15253,3699,8,Streetlight,High,Field Report,Closed,2026-01-26 05:31:00,2026-01-27 12:31:00,31.0,77.0,3.0,0,352.29
15254,1727,5,Outage,High,Web,Closed,2024-08-01 23:26:00,2024-08-02 07:26:00,8.0,167.0,4.0,1,281.01
15255,4994,2,Meter,Low,Phone,In Progress,2025-09-27 22:59:00,,,12.0,,0,390.95
15256,3931,8,Outage,Low,Web,Closed,2025-03-22 00:13:00,2025-03-23 13:13:00,37.0,125.0,5.0,0,242.55
15257,2113,7,Vegetation,High,Mobile App,Closed,2024-11-22 07:48:00,2024-11-24 08:48:00,49.0,87.0,3.0,0,184.47
15258,1937,4,Billing,High,Mobile App,Closed,2024-08-14 03:41:00,2024-08-18 04:41:00,97.0,,5.0,0,63.32
15259,5593,2,Outage,Medium,Field Report,Closed,2025-06-22 05:28:00,2025-06-23 01:28:00,20.0,30.0,5.0,0,177.16
15260,126,1,Outage,Low,Web,Escalated,2025-07-17 13:30:00,,,68.0,,0,305.75
15261,250,8,Line Repair,Low,Phone,In Progress,2025-11-26 23:52:00,,,107.0,,0,620.89
15262,3758,7,Line Repair,High,Field Report,Closed,2025-10-29 16:59:00,2025-10-30 19:59:00,27.0,178.0,4.0,0,477.95
15263,3901,5,Line Repair,Low,Web,Pending,2025-09-01 13:29:00,,,134.0,,0,395.32
15264,395,8,Outage,Medium,Web,Closed,2024-11-25 13:54:00,2024-11-26 03:54:00,14.0,155.0,5.0,0,304.24
15265,5472,4,Vegetation,High,Phone,Closed,2026-01-31 11:32:00,2026-02-03 03:32:00,64.0,67.0,5.0,0,140.93
15266,3468,5,Billing,Low,Web,Pending,2025-08-19 00:42:00,,,,,0,38.7
15267,2249,5,Line Repair,High,Mobile App,Closed,2024-08-28 19:10:00,2024-08-29 14:10:00,19.0,60.0,5.0,0,294.93
15268,5459,7,Billing,Medium,Mobile App,Closed,2026-01-26 10:55:00,2026-01-27 17:55:00,31.0,,4.0,0,16.21
15269,2776,1,Inspection,Medium,Web,Closed,2025-08-17 17:27:00,2025-08-20 03:27:00,58.0,87.0,4.0,0,402.21
15270,4210,4,Vegetation,Medium,Phone,Closed,2024-07-07 09:08:00,2024-07-11 02:08:00,89.0,51.0,4.0,0,497.32
15271,782,2,Outage,Medium,Mobile App,Closed,2024-02-24 09:27:00,2024-02-24 22:27:00,13.0,54.0,4.0,0,323.43
15272,1541,8,Billing,Critical,Web,Closed,2025-10-03 19:28:00,2025-10-04 08:28:00,13.0,,3.0,1,15.0
15273,146,2,Meter,Low,Field Report,Closed,2024-06-12 15:41:00,2024-06-16 16:41:00,97.0,98.0,3.0,1,378.43
15274,108,4,Streetlight,Medium,Field Report,Closed,2026-01-14 12:24:00,2026-01-16 14:24:00,50.0,42.0,4.0,0,453.84
15275,134,2,Line Repair,Medium,Web,Closed,2026-02-24 09:49:00,2026-02-25 07:49:00,22.0,33.0,3.0,0,299.23
15276,2018,6,Billing,Low,Mobile App,Closed,2024-05-31 16:51:00,2024-06-04 18:51:00,98.0,,4.0,0,203.02
15277,567,2,Outage,Medium,Phone,Open,2025-06-25 07:15:00,,,84.0,,0,224.36
15278,4454,6,Billing,High,Mobile App,Closed,2025-04-19 06:58:00,2025-04-21 00:58:00,42.0,,4.0,1,145.11
15279,2473,2,Line Repair,High,Phone,In Progress,2024-04-22 13:52:00,,,68.0,,0,292.38
15280,5380,1,Billing,Low,Field Report,Closed,2024-12-14 13:53:00,2024-12-16 12:53:00,47.0,,4.0,0,159.04
15281,607,3,Outage,Low,Field Report,Closed,2026-01-12 05:09:00,2026-01-12 18:09:00,13.0,55.0,5.0,0,484.16
15282,1842,7,Meter,Low,Phone,Closed,2024-03-19 09:20:00,2024-03-22 00:20:00,63.0,169.0,5.0,0,301.26
15283,5047,1,Meter,Medium,Field Report,Closed,2024-06-25 02:15:00,2024-06-26 06:15:00,28.0,136.0,5.0,0,271.27
15284,4713,2,Outage,Low,Field Report,In Progress,2024-02-20 18:08:00,,,98.0,,0,504.75
15285,194,5,Billing,High,Mobile App,Closed,2025-02-19 07:16:00,2025-02-21 11:16:00,52.0,,4.0,0,15.0
15286,5637,8,Billing,Medium,Field Report,Closed,2025-03-17 18:09:00,2025-03-20 05:09:00,59.0,,5.0,0,103.89
15287,3466,3,Billing,Medium,Mobile App,Closed,2024-01-08 15:29:00,2024-01-11 19:29:00,76.0,,4.0,0,146.22
15288,4399,5,Meter,Medium,Mobile App,Closed,2025-08-12 09:57:00,2025-08-13 21:57:00,36.0,96.0,3.0,1,311.74
15289,5517,7,Billing,Low,Phone,In Progress,2025-11-26 21:51:00,,,,,0,171.79
15290,5027,6,Outage,Medium,Mobile App,Closed,2024-06-25 23:57:00,2024-06-26 08:57:00,9.0,106.0,5.0,0,375.32
15291,1951,5,Streetlight,Low,Phone,Closed,2026-01-19 17:10:00,2026-01-22 14:10:00,69.0,89.0,3.0,0,295.7
15292,3782,7,Meter,Low,Field Report,Closed,2025-08-28 06:39:00,2025-08-30 16:39:00,58.0,3.0,4.0,0,253.12
15293,2744,4,Billing,Medium,Phone,Closed,2024-03-03 21:13:00,2024-03-07 06:13:00,81.0,,4.0,0,144.72
15294,4363,2,Inspection,Low,Web,Closed,2025-03-11 19:03:00,2025-03-14 14:03:00,67.0,166.0,3.0,0,335.4
15295,2396,8,Vegetation,Medium,Web,Closed,2024-08-03 18:22:00,2024-08-05 03:22:00,33.0,145.0,5.0,0,286.64
15296,5924,7,Meter,Low,Mobile App,Closed,2025-09-05 12:03:00,2025-09-07 12:03:00,48.0,147.0,4.0,0,329.78
15297,3665,8,Meter,High,Field Report,Closed,2025-08-12 23:11:00,2025-08-13 16:11:00,17.0,148.0,5.0,0,212.07
15298,1774,1,Streetlight,Medium,Web,Closed,2025-10-20 15:53:00,2025-10-21 12:53:00,21.0,27.0,5.0,0,218.65
15299,2891,3,Meter,Low,Phone,Closed,2024-03-10 00:13:00,2024-03-13 16:13:00,88.0,173.0,4.0,0,375.47
15300,1285,4,Billing,Medium,Field Report,Closed,2024-04-05 11:54:00,2024-04-07 03:54:00,40.0,,3.0,1,86.14
15301,4133,5,Billing,Medium,Field Report,Closed,2024-08-11 16:23:00,2024-08-13 05:23:00,37.0,,5.0,1,53.15
15302,3641,2,Billing,Low,Web,In Progress,2024-01-06 06:38:00,,,,,0,210.47
15303,86,8,Billing,Medium,Mobile App,In Progress,2025-06-04 07:35:00,,,,,0,153.89
15304,3052,7,Streetlight,High,Mobile App,Closed,2024-01-16 13:58:00,2024-01-17 16:58:00,27.0,82.0,4.0,0,308.72
15305,2545,8,Vegetation,High,Field Report,Closed,2025-07-13 04:42:00,2025-07-14 22:42:00,42.0,96.0,4.0,0,240.73
15306,2362,4,Inspection,Medium,Web,Escalated,2025-01-17 19:14:00,,,13.0,,0,252.66
15307,2888,4,Inspection,Critical,Field Report,Open,2024-04-06 09:01:00,,,98.0,,0,327.29
15308,3893,1,Streetlight,Low,Mobile App,Closed,2024-04-16 14:07:00,2024-04-19 11:07:00,69.0,117.0,4.0,0,357.63
15309,1027,4,Line Repair,Low,Web,In Progress,2024-11-17 10:34:00,,,65.0,,0,438.79
15310,3320,2,Inspection,Medium,Field Report,Closed,2025-10-04 15:36:00,2025-10-07 04:36:00,61.0,134.0,4.0,0,548.19
15311,1453,6,Meter,High,Field Report,In Progress,2024-02-06 13:04:00,,,170.0,,0,368.95
15312,2529,5,Line Repair,Low,Field Report,Pending,2024-07-08 19:00:00,,,165.0,,0,227.93
15313,1679,5,Billing,Low,Field Report,Closed,2025-03-25 23:29:00,2025-03-31 10:29:00,131.0,,4.0,0,104.84
15314,3304,3,Outage,Low,Web,Closed,2025-08-02 03:02:00,2025-08-02 11:02:00,8.0,112.0,4.0,0,452.73
15315,5116,2,Vegetation,Medium,Phone,Open,2025-09-03 04:25:00,,,169.0,,0,309.67
15316,1914,2,Line Repair,Critical,Phone,Closed,2025-03-01 01:08:00,2025-03-01 10:08:00,9.0,158.0,4.0,0,429.23
15317,3614,3,Outage,Low,Phone,Closed,2025-02-15 20:27:00,2025-02-16 09:27:00,13.0,161.0,3.0,1,468.81
15318,171,1,Line Repair,Medium,Phone,Pending,2025-06-08 04:07:00,,,157.0,,0,318.37
15319,3363,6,Streetlight,Medium,Field Report,Closed,2024-08-18 23:53:00,2024-08-21 09:53:00,58.0,31.0,3.0,0,387.37
15320,2538,5,Outage,High,Phone,Closed,2025-01-12 00:11:00,2025-01-12 07:11:00,7.0,143.0,3.0,0,563.92
15321,4046,8,Meter,High,Mobile App,Pending,2025-02-06 02:20:00,,,158.0,,0,381.8
15322,4032,6,Meter,Low,Web,Closed,2025-07-10 18:44:00,2025-07-12 21:44:00,51.0,52.0,3.0,1,319.64
15323,5896,2,Meter,High,Web,In Progress,2025-12-22 04:45:00,,,52.0,,0,535.98
15324,1385,7,Outage,High,Field Report,Closed,2024-11-06 18:46:00,2024-11-07 00:46:00,6.0,99.0,4.0,0,525.07
15325,2646,3,Meter,High,Phone,Closed,2024-06-06 10:07:00,2024-06-07 03:07:00,17.0,122.0,5.0,0,403.33
15326,2225,1,Vegetation,Medium,Web,In Progress,2024-04-01 23:48:00,,,127.0,,0,316.6
15327,2162,5,Meter,Medium,Web,Closed,2025-05-20 02:29:00,2025-05-22 04:29:00,50.0,177.0,4.0,0,353.44
15328,747,8,Meter,Low,Field Report,Pending,2024-04-14 19:28:00,,,81.0,,0,285.84
15329,654,4,Outage,Low,Mobile App,Pending,2024-05-21 22:17:00,,,53.0,,0,526.52
15330,3182,7,Billing,Medium,Field Report,Closed,2025-09-03 17:21:00,2025-09-05 03:21:00,34.0,,4.0,0,122.6
15331,3322,8,Outage,Low,Web,Closed,2024-03-16 02:45:00,2024-03-16 10:45:00,8.0,80.0,4.0,0,234.08
15332,256,3,Outage,Medium,Mobile App,Pending,2024-05-31 06:02:00,,,172.0,,1,247.83
15333,2097,7,Streetlight,Medium,Field Report,Closed,2025-04-17 23:54:00,2025-04-19 02:54:00,27.0,135.0,5.0,0,396.94
15334,621,3,Streetlight,Medium,Field Report,Closed,2026-02-15 02:53:00,2026-02-18 11:53:00,81.0,3.0,5.0,1,334.87
15335,3736,8,Outage,Medium,Mobile App,Open,2025-01-31 09:29:00,,,153.0,,1,441.23
15336,3623,8,Streetlight,Medium,Field Report,Closed,2025-01-02 19:38:00,2025-01-08 05:38:00,130.0,175.0,3.0,0,576.8
15337,5718,6,Billing,Medium,Web,Open,2025-06-11 21:36:00,,,,,0,78.42
15338,4945,5,Streetlight,Medium,Web,Closed,2025-08-16 03:41:00,2025-08-18 19:41:00,64.0,94.0,4.0,0,526.74
15339,2612,5,Meter,Low,Web,Closed,2025-05-21 04:40:00,2025-05-25 00:40:00,92.0,99.0,4.0,0,443.19
15340,1806,5,Vegetation,High,Web,Closed,2024-08-17 04:34:00,2024-08-20 00:34:00,68.0,177.0,3.0,1,393.71
15341,5403,7,Billing,Critical,Field Report,Closed,2024-04-30 23:21:00,2024-05-01 17:21:00,18.0,,3.0,0,233.65
15342,469,5,Billing,Medium,Field Report,Closed,2025-02-20 11:17:00,2025-02-22 17:17:00,54.0,,3.0,0,33.36
15343,5080,7,Line Repair,Low,Mobile App,Open,2025-06-23 08:43:00,,,130.0,,0,444.45
15344,154,5,Meter,Medium,Mobile App,Closed,2025-06-21 14:27:00,2025-06-23 17:27:00,51.0,91.0,4.0,0,277.07
15345,2323,6,Inspection,High,Web,Closed,2025-01-15 19:07:00,2025-01-17 14:07:00,43.0,178.0,4.0,0,332.45
15346,122,2,Line Repair,Low,Field Report,Pending,2026-02-17 11:34:00,,,56.0,,0,290.61
15347,5150,8,Outage,Low,Web,Closed,2024-11-25 16:20:00,2024-11-26 14:20:00,22.0,27.0,3.0,0,233.12
15348,5315,2,Outage,High,Web,In Progress,2025-05-24 05:29:00,,,124.0,,0,429.51
15349,2866,7,Outage,High,Web,Closed,2025-08-13 20:47:00,2025-08-14 04:47:00,8.0,143.0,3.0,0,403.75
15350,967,7,Line Repair,High,Mobile App,Escalated,2024-01-22 08:27:00,,,28.0,,0,312.44
15351,1744,2,Outage,Low,Phone,Open,2025-08-10 00:43:00,,,177.0,,0,229.97
15352,4527,8,Streetlight,Medium,Web,Closed,2024-02-19 15:52:00,2024-02-22 10:52:00,67.0,91.0,3.0,0,318.5
15353,5833,4,Outage,High,Mobile App,Closed,2024-08-29 10:43:00,2024-08-29 16:43:00,6.0,26.0,5.0,0,353.58
15354,2134,5,Line Repair,Medium,Web,Closed,2024-08-19 00:04:00,2024-08-20 04:04:00,28.0,82.0,3.0,0,340.3
15355,3056,8,Line Repair,Medium,Field Report,Closed,2025-03-01 20:08:00,2025-03-02 22:08:00,26.0,118.0,5.0,0,247.47
15356,1541,8,Billing,Low,Web,Closed,2025-12-16 03:33:00,2025-12-18 08:33:00,53.0,,4.0,0,265.04
15357,5635,3,Streetlight,Medium,Mobile App,Closed,2024-10-20 00:54:00,2024-10-22 13:54:00,61.0,59.0,3.0,0,251.86
15358,2631,7,Outage,Low,Phone,In Progress,2025-12-22 15:06:00,,,57.0,,0,382.18
15359,4725,8,Inspection,Critical,Phone,Closed,2025-10-22 06:52:00,2025-10-23 04:52:00,22.0,78.0,3.0,0,449.13
15360,4194,2,Streetlight,Medium,Mobile App,Closed,2025-12-05 18:23:00,2025-12-07 23:23:00,53.0,175.0,4.0,0,190.41
15361,164,6,Meter,Medium,Web,Closed,2025-06-09 03:42:00,2025-06-11 16:42:00,61.0,47.0,3.0,1,471.02
15362,242,7,Inspection,Medium,Phone,Closed,2026-01-13 16:59:00,2026-01-17 05:59:00,85.0,79.0,3.0,0,372.1
15363,2146,3,Streetlight,High,Mobile App,Closed,2026-02-26 23:01:00,2026-03-02 06:01:00,79.0,122.0,4.0,0,499.25
15364,3550,6,Vegetation,Low,Phone,Open,2025-03-06 00:21:00,,,104.0,,0,470.63
15365,4735,7,Vegetation,Low,Mobile App,Closed,2026-02-06 14:36:00,2026-02-11 10:36:00,116.0,18.0,4.0,0,515.34
15366,3201,7,Inspection,Low,Web,In Progress,2024-01-31 02:31:00,,,109.0,,0,328.82
15367,3175,8,Vegetation,Low,Web,Pending,2024-05-27 18:45:00,,,155.0,,0,299.16
15368,1569,6,Line Repair,Low,Web,In Progress,2026-01-03 18:41:00,,,13.0,,0,457.61
15369,1246,7,Vegetation,High,Mobile App,Closed,2024-12-10 07:44:00,2024-12-12 09:44:00,50.0,97.0,3.0,0,262.98
15370,733,8,Billing,Low,Web,Escalated,2025-03-13 08:06:00,,,,,0,47.32
15371,325,7,Streetlight,High,Web,Closed,2025-09-07 19:51:00,2025-09-08 16:51:00,21.0,147.0,3.0,0,455.76
15372,3877,7,Outage,Medium,Phone,Closed,2025-11-27 23:54:00,2025-11-28 09:54:00,10.0,151.0,4.0,1,263.01
15373,709,5,Line Repair,Low,Web,Pending,2024-08-17 16:50:00,,,83.0,,1,294.76
15374,5829,3,Outage,High,Phone,Open,2024-08-14 17:15:00,,,171.0,,1,200.74
15375,4431,3,Meter,Low,Phone,Pending,2025-02-26 12:18:00,,,166.0,,0,348.52
